_id,productName,price.mrp,price.cost,price.discountPercent,subcategory,productImage,category,description,tagline,quantity,seller,createdAt,updatedAt,__v,reviews[0].rating,reviews[0].comment,reviews[0].reviewer,reviews[0].date,reviews[0]._id
662e91438b4efe6f52950fe6,KRISH F1 CUCUMBER,432,299,31,Cucumber,https://cdn.shopify.com/s/files/1/0722/2059/products/VNR_Krish_Cucumber.jpg?v=1652075661,Seeds,"Product Description\n\nABOUT PRODUCT\nFirst Harvest- 30-35 Days\nSeed Quantity Per Acre-0.180-0.250 kgs\nSowing Distance Between Row and Ridges-4-6 Feet\nSowing Distance Between Plants-1.5-2 Feet\nFEATURES & BENEFITS\nFEATURES\nColour - Green\nFruit Size-Length - 18-20 Cms\nFruit Size-Width - 3.5-4 Cms\nFruit Weight - 1500-200 Gms\nBENEFITS\nEarly hybrid & early bulker with high yield potential\nGood for long distant transporatation\nDesi type, crisp fresh fruits\nUniform fruits after multiple pickings too\nUSAGE\nRECOMMENDATIONS: Good nutrient Mgt. advised from early stage of plant",KRISH F1 CUCUMBER,1,662b71ba9ab72c5a6d14023f,2024-04-28T18:11:15.451Z,2024-04-28T18:11:15.451Z,0,,,,,
662e91eb8b4efe6f52950fe8,RAADHIKA BHINDI,2540,1700,33,Bhendi,https://cdn.shopify.com/s/files/1/0722/2059/products/Artboard1copy9-15.png?v=1674468474,Seeds,"Product Description\n\nABOUT PRODUCT\n\nIt is a hybrid variety of okra.\nSuitable for round the year\nshelf life of fruit is long\n\nSPECIFICATIONS\n\nMedium Plant Height with 2-4 branches.\nFruits are very closely packed, With dark green color, soft texture\nLength of the fruit is 12 to 14cm and width is 1.5 to1.8 cm\nThe first harvesting of fruits is done within 45-50 days, and there is enhanced production.\nMedium tolerance to YVMV and ELCV",RAADHIKA BHINDI,1,662b71ba9ab72c5a6d14023f,2024-04-28T18:14:03.719Z,2024-04-28T18:14:03.719Z,0,,,,,
662e92638b4efe6f52950fea,NAMDHARI AFRICAN MARIGOLD DOUBLE ORANGE SEEDS,360,210,42,Marigold,https://cdn.shopify.com/s/files/1/0722/2059/files/12_9991414f-269e-4e38-9502-e4d43113d8fa.webp?v=1689403812,Seeds,"Product Description\n\nCultivation Instruction For Marigold Seeds\n\nNursery Practice:\nBring the soil of nursery beds to a fine texture and mix well rotten compost along with the small proportion of fine sand. Make grooves 7-8cm apart to a depth of 0.50cm on the plain beds. Sow the seeds in these grooves and cover them with a thin layer of compost. Water the beds with 'Captan' solution [3g/litre] and cover with\nnewspaper sheets. Seeds start germination in 4-6 days. At this stage, the newspaper sheets have to be removed preferably during evening hours. Seeds can be sown plug trays with coir peat too to get seedlings with the root ball. After germination, the plants would be ready for transplanting to flower beds or big pots in three weeks time.\n\nGrowing Instruction:\n\nAfter transplanting the seedlings to beds or pots, fertilizer application in solution form [1g of 17:17:17 N:P:K/liter] has to be followed for better growth plants. The first dose can be started from the 10th day after transplanting. Drenching with 'Bavistin' or 'Ridomil' at 1.50 g/liter, once in 15 days is advised during the rainy season to protect the plants from fungal diseases. To keep the sucking insects at bay alternate spraying of 'Dimethoate' and 'Monocrotohos' at 1ml/litre at 15 days intervals would be sufficient.\n\nSowing Season:\n\nIn mild climates, Marigolds can be grown around the year with slightly better care during the summer months. In the plains of south India Marigolds can be grown around the year. In central and north India marigolds can be sown in June-August and January-February and grown successfully.",NAMDHARI AFRICAN MARIGOLD DOUBLE ORANGE SEEDS,1,662b71ba9ab72c5a6d14023f,2024-04-28T18:16:03.386Z,2024-04-28T18:16:03.386Z,0,,,,,
662e93448b4efe6f52950fec,Red Lady Papaya Seeds,1052,968,8,Papaya,https://cdn.shopify.com/s/files/1/0722/2059/products/Red-Lady.jpg?v=1680779545,Seeds,"Product Description\n\nRed Lady Papaya Seeds from Known You is early, vigorouctive, as, prodund tolerant to papaya ringspot virus\nPlants begin to bear fruit at 60-80 cm height and have over 30 fruits per plant in each fruit-setting season\nFruits are short oblong on female plants and rather long-shaped on bisexual plants, weighing about 1.5-2 kg\nThe flesh is thick, red, with 13% sugar content, and aromatic\nGood shelf life and transportability\nSeason - Kharif, Rabi and Early summer\n10 Gm= 550-600 Seeds\n\n2gm= 100-120 Seeds",Red Lady Papaya Seeds,1,662b71ba9ab72c5a6d14023f,2024-04-28T18:19:48.914Z,2024-04-28T18:19:48.914Z,0,,,,,
662f7cfbd5d25d3bc2cb732e,LIHOCIN GROWTH REGULATOR,495,400,19,Growth Regulators,https://cdn.shopify.com/s/files/1/0722/2059/products/download.webp?v=1678450204,Growth Regulators,"Product Description\n\nAbout Product\nLihocin Growth Regulator used in various crops to channelize plant growth, enhance yield, and improve the quality of produce.\nIt is recommended for reducing vegetative growth while increasing the reproductive system of the plant.\nLihocin Growth Regulator Technical Details\nTechnical Content: Chlormequat Chloride 50% SL\nMode of Action: Lihocin is a PGR that contains chlormequat chloride, which blocks the synthesis of gibberellins, a hormone that stimulates plant growth. By lowering the gibberellin levels, Lihocin limits the plant’s height and directs its energy and resources to flower and fruit production. This enhances the yield and quality of the crops by making the fruits and vegetables bigger and heavier.\nKey Features and Benefits\nLihocin Growth Regulator reducing vegetative growth & enhancing reproductive growth.\nImproves the quality of produce by increasing the size and weight of fruits and vegetables.\nLihocin contains chloromequat chloride, which inhibits the production of gibberellins, a plant hormone responsible for promoting growth.\nBy reducing vegetative growth and promoting flowering and fruiting, Lihocin optimizes the plant’s energy allocation",LIHOCIN GROWTH REGULATOR,1,662b71ba9ab72c5a6d14023f,2024-04-29T10:56:59.502Z,2024-04-29T10:56:59.502Z,0,,,,,
662f7d6fd5d25d3bc2cb7330,HOSHI GIBBERELLIC ACID,999,658,34,Growth Regulators,https://cdn.shopify.com/s/files/1/0722/2059/products/1_45.webp?v=1672654989,Growth Regulators,"Product Description\nAbout Product\nSumitomo Hoshi is an organic solution designed to enhance plant growth.\nIt boosts the metabolism of plants, leading to vigorous and healthy crops.\nIt fulfils the micronutrient requirements of plants.\nHoshi Gibberellic Acid Technical Details\nTechnical Content: Gibberellic Acid 0.001% L",HOSHI GIBBERELLIC ACID,1,662b71ba9ab72c5a6d14023f,2024-04-29T10:58:55.687Z,2024-04-29T10:58:55.687Z,0,,,,,
662f7ddfd5d25d3bc2cb7332,HIFIELD AG GIBRAX PHYTOZYME GROWTH REGULATOR,310,256,17,Growth Regulators,https://cdn.shopify.com/s/files/1/0722/2059/products/w2oyii81Wh.jpg?v=1620892660,Growth Regulators,"Product Description\nAbout Product\nGibrax Phytozyme is a growth regulator product from Hifield AG.\nIt is designed to promote cell elongation, which in turn can increase the size of fruits, flowers, and enhance the overall growth of plants.\nAdditionally, it boosts the immunity of crops and contributes to an increase in yield.\nHifield Ag Gibrax Phytozyme Technical Details\nTechnical Content: Gibberellic Acid 0.001% L + Seaweed + Micronutrients + Amino Acid\nKey Features & Benefits\nUse of GIBRAX PHYTOZYME can lead to an increase in the immunity of crops, which in turn contributes to a higher yield.\nIt contains gibberellic acid, seaweed, micronutrients, and amino acid, which work",HIFIELD AG GIBRAX PHYTOZYME GROWTH REGULATOR,1,662b71ba9ab72c5a6d14023f,2024-04-29T11:00:47.121Z,2024-04-29T11:00:47.121Z,0,,,,,
662f7e3cd5d25d3bc2cb7334,CHAMATKAR GROWTH REGULATOR,510,350,31,Growth Regulators,https://cdn.shopify.com/s/files/1/0722/2059/files/gharda_chamatkar.png?v=1688969238,Growth Regulators,Product Description\nMepiquat Chloride 5% aqueous Solution is used in agriculture as a plant growth regulator. It is used for the control of excessive vegetative growth and to increase crop yield in potato and cotton.\nTECHNICAL CONTENT\nMEPIQUAT CHLORIDE 5% AQUEOUS SOLUTION,CHAMATKAR GROWTH REGULATOR,1,662b71ba9ab72c5a6d14023f,2024-04-29T11:02:20.111Z,2024-04-29T11:02:20.111Z,0,,,,,
662f7ed0d5d25d3bc2cb7336,SAAF FUNGICIDE,111,99,11,Fungicides,https://cdn.shopify.com/s/files/1/0722/2059/products/Saaf.webp?v=1680086906,Fungicides,"Product Description\nAbout Product\nSAAF Fungicide is one among the most trusted fungicide in India.\nIt is a proven & classic fungicide with systemic & contact action.\nIt ensures complete protection of the crop from fungal infections.\nUPL Saaf has long-lasting efficacy against a wide range of crops and diseases.\nSAAF Fungicide Technical Details\nTechnical Content: Carbendazim 12% + Mancozeb 63% WP\nMode of Entry: Both Systemic & Contact\nMode of Action: SAAF fungicide, contains carbendazim and mancozeb, works as a dual mode of action against fungi. Carbendazim acts systemically, spreads throughout the plant tissues and targets the fungal cells ability to multiply. Mancozeb works by contact action and creates a barrier on the plant surface and stops the fungal spores from infecting the plant.",SAAF FUNGICIDE,1,662b71ba9ab72c5a6d14023f,2024-04-29T11:04:48.913Z,2024-04-29T11:04:48.913Z,0,,,,,
662f7f17d5d25d3bc2cb7338,INDOFIL M45 FUNGICIDE,182,181,1,Fungicides,https://cdn.shopify.com/s/files/1/0722/2059/products/indofil.jpg?v=1680086309,Fungicides,"Product Description\nAbout Product\nSAAF Fungicide is one among the most trusted fungicide in India.\nIt is a proven & classic fungicide with systemic & contact action.\nIt ensures complete protection of the crop from fungal infections.\nUPL Saaf has long-lasting efficacy against a wide range of crops and diseases.\nSAAF Fungicide Technical Details\nTechnical Content: Carbendazim 12% + Mancozeb 63% WP\nMode of Entry: Both Systemic & Contact\nMode of Action: SAAF fungicide, contains carbendazim and mancozeb, works as a dual mode of action against fungi. Carbendazim acts systemically, spreads throughout the plant tissues and targets the fungal cells ability to multiply. Mancozeb works by contact action and creates a barrier on the plant surface and stops the fungal spores from infecting the plant.",INDOFIL M45 FUNGICIDE,1,662b71ba9ab72c5a6d14023f,2024-04-29T11:05:59.644Z,2024-04-29T11:05:59.644Z,0,,,,,
662f7f76d5d25d3bc2cb733a,BAVISTIN FUNGICIDE,200,158,21,Fungicides,https://cdn.shopify.com/s/files/1/0722/2059/products/Artboard1copy5-2_1.webp?v=1674039738,Fungicides,Product Description\n\nAbout Product\nBavistin Fungicide is the most trusted brand in the agrochemical industry.\nBavistin fungicide is a broad-spectrum systemic fungicide effective against a wide range of pathogenic fungi.\nBavistin has broader disease control in field and horticultural crops.\nBavistin Fungicide works as preventive as well as curative hence giving longer duration of control.\nBavistin has quicker action in field and horticulture crops.\nBavistin Fungicide Technical Details\nTechnical Content: Carbendazim 50% WP\nMode of Entry: Systemic fungicide\nMode of Action: Preventive and Curative action\nKey Features and Benefits\nBavistin Fungicide is a Broad- spectrum systemic fungicide.\nIt is effective in all stages of crop growth and effective against a wide range of pathogenic fungi as it is having preventive & curative action.\nBavistin is a systemic fungicide that controls disease at every growing point of the plant.,BAVISTIN FUNGICIDE,1,662b71ba9ab72c5a6d14023f,2024-04-29T11:07:34.668Z,2024-04-29T11:07:34.668Z,0,,,,,
662f7fd9d5d25d3bc2cb733c,RIDOMIL GOLD FUNGICIDE,269,231,14,Fungicides,https://cdn.shopify.com/s/files/1/0722/2059/files/krisikart.com-2022-12-19T223508.278_11zon-e1674582118975.jpg?v=1691049048,Fungicides,"Product Description\n\nAbout Product\n\nRidomil Gold Fungicide is a combi product that can help you protect your crops from fungal diseases.\nDue to hyper-systemic uptake and translocation properties, Ridomil Gold SL protects vegetables, citrus, potatoes and tree nuts from soilborne oomycete diseases (including late blight and Downy mildew).\nRidomil Gold Fungicide also improves stand, root health and crop vigor and has flexible application methods and a clear, easy-to-use formulation.\nIt is a fast-acting fungicide.\nRidomil Gold Fungicide Technical Details\nTechnical Content: Metalaxyl 4%+Manconzeb 64%\nMode of Entry: Contact fungicide\nMode of Action: Metalaxyl – M (Acylalanine) inhibits protein synthesisby intererence with the synthesis of ribosomal RNA and Mancozeb (Dithiocarbamate) exhibits multisite contact activity.",RIDOMIL GOLD FUNGICIDE,1,662b71ba9ab72c5a6d14023f,2024-04-29T11:09:13.741Z,2024-04-29T11:09:13.741Z,0,,,,,
662f8048d5d25d3bc2cb733e,AMISTAR TOP FUNGICIDE,749,581,22,Fungicides,https://cdn.shopify.com/s/files/1/0722/2059/products/1_28.webp?v=1672057806,Fungicides,"Product Description\n\nAbout Product\n\nAmistar Top Fungicide is a fungicide product from Syngenta, it is used to control a range of fungal diseases in crops such as vegetables, rice, cotton, potatoes, citrus, and tree nuts.\nIt offers preventive and curative activity and has a broad-spectrum and long-duration effect.\nAmistar Top Fungicide is known to positively influence the crop yield and quality, as well as help the plant to fight better against the abiotic stress and better utilisation of the nutrients provided.\nAmistar Top is fast acting fungicide which has long duration control.\nAmistar Top Fungicide Technical Details\nTechnical Content: Azoxystrobin 18.2% + Difenoconazole 11.4% SC\nMode of Entry: Systemic fungicide\nMode of Action: Amistar Top Fungicide is a fungicide that contains two active ingredients: azoxystrobin and difenoconazole. Azoxystrobin inhibits spore germination at the early stages of fungal development, thus preventing the invasion of fungal pathogens. Difenoconazole interferes with the biosynthesis of ergosterol, a vital component of fungal cell membranes, thus disrupting the growth and reproduction of fungi. Together, these two ingredients provide a broad spectrum of control against various fungal diseases in crops.",AMISTAR TOP FUNGICIDE,1,662b71ba9ab72c5a6d14023f,2024-04-29T11:11:04.958Z,2024-04-29T11:11:04.958Z,0,,,,,
662f80aad5d25d3bc2cb7340,CONTAF PLUS FUNGICIDE,260,162,38,Fungicides,https://cdn.shopify.com/s/files/1/0722/2059/products/1_4_3dea9b7d-8145-4dae-9735-9ce27dff01b4.webp?v=1671708929,Fungicides,"Product Description\nABOUT PRODUCT\nSterol biosynthesis inhibitior.\nTECHNICAL CONTENT\nHexaconazole 5% SC\nFEATURES\nContaf plus is a broad-spectrum systemic fungicide having protective, curative and antisporulant activity.\nIt provides phytotonic effect with longer duration of disease control.\nIt is a safer formulation having rain fastness effect.",CONTAF PLUS FUNGICIDE,1,662b71ba9ab72c5a6d14023f,2024-04-29T11:12:42.744Z,2024-04-29T11:12:42.744Z,0,,,,,
662f80ffd5d25d3bc2cb7342,NATIVO FUNGICIDE,180,110,39,Fungicides,https://cdn.shopify.com/s/files/1/0722/2059/products/1_4_0e1a9088-d5be-4092-94fa-e023e1a25fc8.webp?v=1671454530,Fungicides,"Product Description\nAbout Product\nNativo Fungicide is a new combination fungicide and controls fungal diseases in various crops.\nIt is a systemic broad-spectrum fungicide with protective and curative action.\nNativo Fungicide enhances crop quality and production.\nIt demonstrates quick mesostemic action (good penetration and re-distribution).\nNativo Fungicide Technical Details\nTechnical Content: Tebuconazole 50%+ Trifloxystrobin 25% w/w WG (75 WG)\nMode of Entry: Protective and curative action entry\nMode of Action: Tebuconazole is dimethylase inhibitor (DMI) -interferes in the process of building the structure of fungal cell wall. Finally, it inhibits the reproduction and further growth of fungus. Trifloxystrobin interferes with respiration in plant pathogenic fungi.",NATIVO FUNGICIDE,1,662b71ba9ab72c5a6d14023f,2024-04-29T11:14:07.856Z,2024-04-29T11:14:07.856Z,0,,,,,
662f8309d5d25d3bc2cb7532,NO VIRUS (BIO VIRICIDE),330,279,15,Viricides,https://cdn.shopify.com/s/files/1/0722/2059/files/1_8a67b416-c99e-4cf4-9f53-a91317f6a0ff.png?v=1698925348,Viricides,"Product Description\n\nAbout Product\n\nNo Virus is an organic viricide made with a unique combination of herbs.\nIt is a broad-spectrum viricide, which stops virus development in plant systems.\nIt acts rapidly to inhibit the proliferation of viral infections within plants. It fosters the emergence of robust new foliage.\nNo Virus is key for saving crop loss due to Virus with 100 % Natural and Organic product.",NO VIRUS (BIO VIRICIDE),1,662b71ba9ab72c5a6d14023f,2024-04-29T11:22:49.987Z,2024-04-29T11:22:49.987Z,0,,,,,
662f8361d5d25d3bc2cb7534,V-BIND BIO VIRICIDE,450,320,29,Viricides,https://cdn.shopify.com/s/files/1/0722/2059/products/WhatsAppImage2023-03-28at6.20.18PM.jpg?v=1680010386,Viricides,"Product Description\n\nAbout Product\n\nV-BIND is a viricide developed by Vanproz Agrovet, designed to combat viral diseases in plants.\nIt is a mixture of extracts of plants having medicinal properties.\nIt is made from medicinal extracts and oil of herbs. V-Bind is very effective to prevent and cure all kinds of viral disease.\nIt is particularly effective against leaf mosaic, bunchy top, and leaf curl viruses.\nVanproz V-Bind Technical Details\nTechnical Content: Unique formulation based on plant-based alkaloids\nMode of Action: V-Bind acts against viruses by improving systemic acquired resistance of plants binding & stop further development of virus multiplication.",V-BIND BIO VIRICIDE,1,662b71ba9ab72c5a6d14023f,2024-04-29T11:24:17.216Z,2024-04-29T11:24:17.216Z,0,,,,,
662f83cbd5d25d3bc2cb7536,VEDAGNA SAP PLUS 500 ML + VIRU 500 GM COMBO,2080,1664,20,Viricides,https://cdn.shopify.com/s/files/1/0722/2059/products/NewProduct_39.png?v=1693910959,Viricides,"Product Description\n\nIn managing viruses it is important to manage the spread of virus through vectors like thrips ,aphids , white fly as well as limit the multiplication of virus infected cells and build plant immunity.\nThus the SAP Plus and Viru combo. Sap Plus to manage the virus vectors and Viru to check the multiplication of infected cells and build plant immunity\nSap Plus is a blend of different microbial extracts which has contact cum systemic mode of action.\nRecommended for management of sucking pests' thrips, aphids and white fly as well as mites.\nThe extracts act as stomach poison. The product also contains organic compounds which act as nerve poison and also causes cuticle degradation.\nRecommended for management of sucking pests' thrips, aphids and white fly as well as mites.\nEffective quick control as well as long term management of pests\nViru is a formulation prepared using combination of biological and plant extracts fortified with several Phyto-elicitors and amino acids of organic origin.\nViru enters the plant through the stomatal opening and the epithelial tissue. Inhibits the multiplication of infected cells and boosts natural disease resistance in plants, stops progress of the virus in the plants, thus suppressing the disease.\nProtects both prophylactically and curatively.",VEDAGNA SAP PLUS 500 ML + VIRU 500 GM COMBO,1,662b71ba9ab72c5a6d14023f,2024-04-29T11:26:03.772Z,2024-04-29T11:26:03.772Z,0,,,,,
